@relation tj_stream-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data
0.817845,0.191626,0
0.424836,0.728154,1
0.796898,0.196158,0
0.270578,0.681666,1
0.294805,0.649568,1
0.646505,0.75506,0
0.974843,0.299844,1
0.959455,0.358467,1
0.03646,0.202464,0
0.941587,0.225808,0
0.504611,0.38305,0
0.019207,0.169368,0
0.958854,0.323263,1
0.917757,0.194943,0
0.716883,0.183607,0
0.729395,0.27754,0
0.491319,0.490453,1
0.349809,0.758695,1
0.491864,0.415655,0
0.995405,0.30775,1
0.048795,0.231695,0
0.268023,0.644612,1
0.55983,0.739108,0
0.902205,0.201357,0
0.976186,0.503045,1
0.351458,0.747036,1
0.973762,0.270136,1
0.972264,0.183807,1
0.959226,0.265417,1
0.046812,0.173088,0
0.138295,0.094108,1
0.299919,0.637229,1
0.973077,0.496457,1
0.072922,0.160527,0
0.653663,0.751105,0
0.147926,0.064071,1
0.821733,0.180316,0
0.821616,0.213317,0
0.364867,0.758077,1
0.377435,0.708745,1
0.079051,0.171566,0
0.509951,0.735594,0
0.484732,0.477775,1
0.479164,0.71525,1
0.516663,0.314959,0
0.743668,0.231705,0
0.557676,0.714748,0
0.54741,0.729599,0
0.970746,0.268413,1
0.516175,0.748906,0
0.449651,0.763972,1
0.974642,0.495789,1
0.734071,0.234887,0
0.530548,0.761031,0
0.115332,0.066796,1
0.085601,0.121139,0
0.731968,0.216978,0
0.118109,0.122374,1
0.69846,0.264741,0
0.954315,0.186773,1
0.49098,0.515025,1
0.674298,0.72368,0
0.514527,0.643481,1
0.128529,0.091723,1
0.553496,0.739484,0
0.923142,0.19554,0
0.489091,0.535637,1
0.545441,0.73751,0
0.49034,0.365641,0
0.493539,0.512541,1
0.971666,0.301867,1
0.820922,0.1913,0
0.732521,0.265358,0
0.490133,0.427787,0
0.350195,0.719365,1
0.032089,0.18402,0
0.755454,0.2281,0
0.982746,0.234158,1
0.526115,0.341147,0
0.999832,0.4027,1
0.4819,0.617761,1
0.301355,0.726778,1
0.377403,0.762308,1
0.765504,0.202212,0
0.282338,0.677188,1
0.686479,0.200022,0
0.816285,0.212673,0
0.879241,0.229485,0
0.974961,0.441261,1
0.731509,0.205947,0
0.989955,0.491923,1
0.496686,0.550685,1
0.020781,0.125633,0
0.726037,0.262453,0
0.105612,0.11315,1
0.119923,0.079423,1
0.983937,0.317151,1
0.36806,0.733011,1
0.26733,0.746351,1
0.322852,0.732577,1
0.510968,0.318696,0
0.51112,0.44322,0
0.983503,0.256469,1
0.807114,0.22246,0
0.738867,0.194942,0
0.308533,0.744235,1
0.505751,0.64448,1
0.276837,0.615512,1
0.295526,0.754011,1
0.525102,0.603727,1
0.965541,0.207653,1
0.274535,0.625121,1
0.140818,0.126496,1
0.950365,0.3663,1
0.505833,0.415465,0
0.687648,0.285274,0
0.716233,0.223481,0
0.151134,0.106516,1
0.7232,0.210569,0
0.904225,0.231843,0
0.99323,0.262169,1
0.956887,0.281566,1
0.004827,0.132648,0
0.109661,0.153101,1
0.58623,0.707721,0
0.948885,0.522482,1
0.312815,0.756495,1
0.721162,0.273353,0
0.969649,0.352668,1
0.59792,0.734638,0
0.29295,0.685412,1
0.509332,0.508855,1
0.485307,0.599917,1
0.500974,0.507409,1
0.888061,0.186501,0
0.475092,0.338041,0
0.753387,0.210086,0
0.022724,0.219478,0
0.977689,0.313865,1
0.99749,0.32198,1
0.512138,0.618768,1
0.49446,0.739087,1
0.475136,0.322962,0
0.345796,0.738291,1
0.57517,0.762111,0
0.976418,0.343357,1
0.266402,0.735774,1
0.970166,0.466535,1
0.773754,0.190863,0
0.863418,0.188776,0
0.522376,0.550979,1
0.911421,0.178718,0
0.500261,0.597209,1
0.02097,0.181762,0
0.272443,0.763645,1
0.275521,0.616721,1
0.901838,0.207153,0
0.875245,0.222035,0
0.840684,0.221378,0
0.949098,0.524888,1
0.474577,0.371836,0
0.716745,0.18829,0
0.279689,0.713617,1
0.513458,0.367848,0
0.267972,0.704132,1
0.519734,0.394666,0
0.015552,0.217289,0
0.655294,0.763233,0
0.953641,0.397216,1
0.006713,0.212083,0
0.992779,0.399958,1
0.844373,0.187766,0
0.421518,0.735221,1
0.744357,0.186462,0
0.606259,0.725725,0
0.477861,0.577414,1
0.968631,0.23493,1
0.354997,0.724983,1
0.85606,0.205418,0
0.970726,0.281883,1
0.576612,0.716077,0
0.050936,0.127214,0
0.694309,0.239935,0
0.701498,0.270841,0
0.497732,0.633624,1
0.863387,0.186048,0
0.519773,0.735728,0
0.027216,0.133947,0
0.44173,0.734039,1
0.553326,0.735899,0
0.967333,0.275034,1
0.985961,0.419403,1
0.755766,0.198088,0
0.914347,0.229519,0
0.470868,0.728146,1
0.984404,0.204005,1
0.137375,0.083413,1
0.765593,0.222535,0
0.594331,0.744421,0
0.976129,0.323297,1
0.595596,0.73072,0
0.026661,0.134282,0
0.981616,0.278658,1
0.106357,0.138289,1
0.341716,0.743495,1
0.953815,0.407569,1
0.018429,0.143805,0
0.969796,0.406818,1
0.57001,0.719454,0
0.498348,0.412874,0
0.659286,0.755806,0
0.400291,0.744244,1
0.372533,0.706054,1
0.972153,0.507315,1
0.546936,0.74281,0
0.485178,0.454668,0
0.033343,0.232461,0
0.999546,0.366712,1
0.501262,0.401004,0
0.137356,0.131048,1
0.974268,0.451359,1
0.121948,0.070393,1
0.553754,0.742835,0
0.619781,0.720788,0
0.373204,0.708835,1
0.121027,0.166818,1
0.418457,0.719605,1
0.015411,0.146818,0
0.991733,0.227167,1
0.426887,0.709366,1
0.983721,0.325708,1
0.506786,0.645576,1
0.266626,0.669902,1
0.362988,0.762667,1
0.474715,0.732681,1
0.68921,0.192615,0
0.863833,0.18852,0
0.371001,0.724645,1
0.717686,0.179063,0
0.065195,0.161916,0
0.50252,0.368078,0
0.60281,0.717438,0
0.31091,0.621228,1
0.066708,0.140557,0
0.035274,0.190878,0
0.505237,0.339216,0
0.070224,0.165814,0
0.744942,0.234928,0
0.667278,0.720338,0
0.529109,0.714053,0
0.989009,0.479949,1
0.995227,0.248923,1
0.130853,0.173501,1
0.982021,0.300719,1
0.514649,0.499911,1
0.265225,0.627427,1
0.803673,0.206169,0
0.51298,0.533476,1
0.817795,0.234913,0
0.973578,0.506887,1
0.040133,0.155331,0
0.487832,0.638322,1
0.013869,0.154144,0
0.581347,0.722666,0
0.375686,0.752227,1
0.3742,0.707149,1
0.311012,0.672073,1
0.961778,0.525641,1
0.034288,0.135789,0
0.523763,0.573512,1
0.108039,0.144344,1
0.981975,0.184116,1
0.524344,0.314972,0
0.280535,0.753922,1
0.781731,0.217689,0
0.527919,0.738531,0
0.399872,0.725582,1
0.272736,0.652776,1
0.972306,0.284269,1
0.553169,0.762207,0
0.284741,0.619177,1
0.503111,0.602473,1
0.914036,0.204826,0
0.306683,0.644224,1
0.51919,0.343061,0
0.917907,0.183995,0
0.037163,0.209684,0
0.309199,0.73143,1
0.068723,0.122868,0
0.955847,0.26524,1
0.605619,0.739545,0
0.858697,0.203373,0
0.037112,0.176341,0
0.485474,0.486669,1
0.266056,0.597036,1
0.297202,0.698435,1
0.045888,0.159337,0
0.686053,0.255607,0
0.908684,0.190125,0
0.478739,0.5904,1
0.113978,0.058832,1
0.153343,0.111804,1
0.01476,0.140495,0
0.972141,0.241946,1
0.29894,0.734742,1
0.48673,0.478283,1
0.435812,0.711808,1
0.320358,0.746789,1
0.884,0.176841,0
0.978159,0.491858,1
0.282513,0.670658,1
0.501953,0.370492,0
0.338913,0.749843,1
0.455896,0.749451,1
0.499478,0.473823,1
0.969644,0.444151,1
0.465509,0.731869,1
0.506038,0.544498,1
0.513196,0.721901,0
0.136844,0.116722,1
0.874279,0.183174,0
0.508116,0.711684,0
0.774301,0.204019,0
0.300752,0.627922,1
0.525852,0.362003,0
0.942072,0.190502,0
0.674926,0.731513,0
0.334144,0.762832,1
0.528276,0.764296,0
0.270518,0.743222,1
0.947518,0.490232,1
0.50388,0.757278,0
0.409825,0.737511,1
0.953699,0.350228,1
0.783114,0.224017,0
0.509514,0.353193,0
0.91613,0.232849,0
0.010468,0.224672,0
0.722996,0.262445,0
0.956061,0.481295,1
0.971767,0.464908,1
0.775433,0.2233,0
0.694418,0.264387,0
0.838249,0.191451,0
0.570466,0.71898,0
0.718174,0.193813,0
0.963888,0.226015,1
0.28128,0.700952,1
0.558736,0.70934,0
0.974989,0.462321,1
0.491344,0.449499,0
0.913277,0.232548,0
0.37969,0.750089,1
0.504846,0.516296,1
0.305437,0.717602,1
0.292808,0.756702,1
0.987496,0.421552,1
0.969405,0.355756,1
0.476611,0.730514,1
0.487103,0.393346,0
0.73349,0.193518,0
0.082608,0.148504,0
0.317518,0.7409,1
0.509954,0.361271,0
0.486151,0.37863,0
0.743568,0.176692,0
0.968036,0.238275,1
0.450192,0.750847,1
0.482859,0.503581,1
0.958459,0.376948,1
0.518863,0.533243,1
0.458635,0.723194,1
0.92551,0.208685,0
0.980087,0.497947,1
0.953822,0.203583,1
0.403377,0.757937,1
0.483602,0.719284,1
0.684737,0.247032,0
0.975311,0.375638,1
0.301303,0.754214,1
0.78434,0.206951,0
0.946509,0.21764,0
0.313861,0.611067,1
0.628871,0.73934,0
0.984597,0.382582,1
0.42039,0.711909,1
0.686798,0.28838,0
0.53227,0.726265,0
0.298959,0.732457,1
0.970945,0.253185,1
0.111591,0.151241,1
0.507132,0.523609,1
0.960572,0.465215,1
0.538278,0.748386,0
0.978521,0.328652,1
0.546946,0.725496,0
0.845822,0.22021,0
0.475757,0.488043,1
0.956913,0.465564,1
0.124608,0.090501,1
0.140637,0.111202,1
0.497631,0.552482,1
0.510199,0.61269,1
0.051525,0.225307,0
0.821749,0.198844,0
0.138365,0.065741,1
0.499927,0.511904,1
0.905864,0.204808,0
0.76005,0.189265,0
0.079668,0.117816,0
0.757139,0.225306,0
0.105907,0.168467,1
0.852325,0.189316,0
0.949501,0.206664,1
0.51195,0.748062,0
0.651025,0.713377,0
0.81629,0.1809,0
0.507304,0.305407,0
0.929796,0.219247,0
0.718987,0.209904,0
0.606737,0.743103,0
0.693371,0.251694,0
0.50885,0.440244,0
0.498336,0.422024,0
0.035835,0.172895,0
0.589874,0.751406,0
0.476692,0.391694,0
0.133368,0.133715,1
0.291191,0.711349,1
0.522036,0.398698,0
0.659063,0.730607,0
0.519598,0.309574,0
0.67326,0.724631,0
0.387084,0.743496,1
0.283798,0.621515,1
0.950723,0.479791,1
0.005439,0.177095,0
0.491278,0.756237,1
0.300161,0.751173,1
0.039226,0.187368,0
0.50388,0.518539,1
0.348101,0.719012,1
0.633432,0.72801,0
0.948013,0.20676,1
0.68463,0.229052,0
0.722853,0.23426,0
0.348063,0.719321,1
0.92298,0.233279,0
0.508567,0.366457,0
0.35853,0.715963,1
0.984959,0.274143,1
0.385838,0.746962,1
0.498242,0.592738,1
0.502024,0.38491,0
0.996801,0.361551,1
0.067157,0.126538,0
0.981802,0.479929,1
0.272933,0.70054,1
0.006961,0.214839,0
0.036121,0.197604,0
0.442023,0.743544,1
0.493209,0.398197,0
0.657311,0.756267,0
0.405628,0.73634,1
0.044402,0.208259,0
0.414606,0.750611,1
0.93629,0.186107,0
0.002809,0.152037,0
0.500492,0.401346,0
0.823333,0.230175,0
0.315472,0.717328,1
0.310564,0.621113,1
0.268311,0.716588,1
0.081163,0.170298,0
0.506998,0.585849,1
0.958129,0.284528,1
0.476996,0.502601,1
0.025704,0.152914,0
0.263873,0.75224,1
0.511729,0.644505,1
0.710736,0.208755,0
0.961405,0.377306,1
0.481305,0.60825,1
0.48625,0.547168,1
0.500971,0.414324,0
0.956578,0.225059,1
0.617206,0.717369,0
0.891603,0.185426,0
0.476031,0.547982,1
0.041073,0.16922,0
0.644461,0.72301,0
0.03838,0.170606,0
0.426424,0.717256,1
0.489582,0.408971,0
0.849114,0.192003,0
0.662637,0.761188,0
0.491309,0.464943,0
0.284587,0.623093,1
0.504455,0.296612,0
0.293434,0.615165,1
0.431566,0.757105,1
0.276191,0.626481,1
0.151552,0.158943,1
0.96188,0.404214,1
0.46782,0.749363,1
0.150093,0.107286,1
0.95089,0.41264,1
0.50246,0.437668,0
0.637493,0.728818,0
0.658991,0.744914,0
0.726501,0.250574,0
0.959177,0.384522,1
0.269098,0.750055,1
0.967001,0.204684,1
0.04919,0.146341,0
0.287522,0.615295,1
0.804656,0.234055,0
0.607633,0.758631,0
0.307962,0.756753,1
0.476313,0.319761,0
0.28912,0.762833,1
0.695525,0.28961,0
0.985942,0.179988,1
0.684331,0.267496,0
0.540797,0.738924,0
0.389896,0.739828,1
0.990796,0.267536,1
0.981365,0.481735,1
0.343003,0.759661,1
0.676443,0.719927,0
0.521908,0.518245,1
0.548376,0.726304,0
0.734556,0.183662,0
0.116392,0.143106,1
0.959497,0.52787,1
0.474483,0.713966,1
0.972113,0.290679,1
0.020609,0.195612,0
0.318805,0.720063,1
0.594399,0.735892,0
0.060392,0.138349,0
0.621967,0.721159,0
0.277018,0.762472,1
0.268107,0.624836,1
0.998074,0.310959,1
0.134271,0.120054,1
0.625152,0.746799,0
0.975402,0.23172,1
0.699646,0.205838,0
0.30899,0.745781,1
0.961655,0.482865,1
0.685118,0.189285,0
0.825858,0.184813,0
0.546291,0.730181,0
0.484729,0.483876,1
0.793271,0.223099,0
0.977595,0.506601,1
0.033194,0.226604,0
0.422546,0.731697,1
0.368589,0.744085,1
0.392683,0.7145,1
0.960622,0.204985,1
0.140943,0.151873,1
0.524108,0.725352,0
0.796253,0.214956,0
0.93863,0.233555,0
0.998778,0.216952,1
0.114703,0.081252,1
0.294192,0.654069,1
0.475699,0.753265,1
0.972423,0.279693,1
0.972937,0.355696,1
0.959247,0.286637,1
0.997767,0.281233,1
0.492299,0.434619,0
0.383351,0.730272,1
0.509457,0.715004,0
0.842765,0.229217,0
0.508097,0.603932,1
0.795427,0.221614,0
0.488388,0.399838,0
0.979759,0.207801,1
0.496864,0.566124,1
0.128849,0.099701,1
0.502168,0.330729,0
0.024013,0.20735,0
0.515439,0.559922,1
0.562849,0.712877,0
0.087963,0.138946,0
0.347329,0.744324,1
0.505793,0.481632,1
0.430277,0.727026,1
0.032113,0.233449,0
0.489472,0.551046,1
0.707987,0.18155,0
0.834765,0.197716,0
0.496807,0.418484,0
0.150511,0.060501,1
0.481116,0.609184,1
0.843048,0.233686,0
0.503149,0.318736,0
0.874706,0.229802,0
0.356145,0.728844,1
0.961833,0.509691,1
0.304556,0.667124,1
0.488838,0.358959,0
0.596243,0.754485,0
0.519353,0.298997,0
0.969793,0.458718,1
0.579505,0.716476,0
0.276431,0.630336,1
0.949833,0.320913,1
0.444314,0.718078,1
0.973742,0.463347,1
0.47434,0.606701,1
0.487781,0.41934,0
0.711695,0.176982,0
0.994749,0.18519,1
0.999409,0.279782,1
0.088337,0.119446,0
0.361083,0.724373,1
0.605504,0.755011,0
0.967967,0.299701,1
0.292604,0.618495,1
0.988951,0.494875,1
0.992962,0.265901,1
0.850652,0.179266,0
0.914763,0.211781,0
0.390133,0.763597,1
0.060333,0.132459,0
0.958152,0.314617,1
0.722931,0.2312,0
0.982722,0.276941,1
0.969697,0.285679,1
0.941902,0.218001,0
0.51962,0.621238,1
0.036591,0.207118,0
0.283877,0.707724,1
0.884105,0.184618,0
0.878049,0.218456,0
0.273007,0.68511,1
0.49861,0.559399,1
0.109728,0.106669,1
0.550382,0.710144,0
0.133673,0.152625,1
0.131996,0.104485,1
0.485234,0.499537,1
0.967938,0.497069,1
0.074352,0.117789,0
0.083188,0.134383,0
0.961057,0.431212,1
0.685123,0.262488,0
0.497979,0.347968,0
0.286306,0.621889,1
0.393862,0.715471,1
0.312557,0.611081,1
0.940204,0.223884,0
0.812655,0.215641,0
0.494783,0.360674,0
0.974305,0.525581,1
0.495488,0.593553,1
0.963033,0.415659,1
0.304712,0.687183,1
0.031155,0.229266,0
0.731512,0.224288,0
0.984977,0.431388,1
0.086798,0.126444,0
0.289254,0.738663,1
0.494421,0.48796,1
0.482016,0.51838,1
0.481881,0.388371,0
0.980214,0.335989,1
0.948227,0.27867,1
0.661371,0.758917,0
0.604449,0.730135,0
0.47875,0.591386,1
0.51514,0.522277,1
0.956689,0.31353,1
0.288434,0.626689,1
0.507376,0.30531,0
0.296737,0.673233,1
0.511553,0.757808,0
0.018245,0.121025,0
0.319604,0.739436,1
0.782969,0.223071,0
0.27388,0.745215,1
0.898204,0.223328,0
0.117045,0.0897,1
0.77364,0.217972,0
0.127357,0.17015,1
0.525781,0.335726,0
0.524272,0.491136,1
0.495125,0.431767,0
0.038748,0.224853,0
0.287714,0.667975,1
0.269378,0.590195,1
0.985716,0.478038,1
0.522486,0.409835,0
0.892349,0.231482,0
0.130138,0.153421,1
0.989896,0.475089,1
0.504059,0.407788,0
0.948095,0.192789,1
0.784127,0.226117,0
0.860412,0.185547,0
0.310619,0.650159,1
0.996912,0.381313,1
0.792238,0.212073,0
0.698125,0.268984,0
0.311651,0.598005,1
0.277162,0.752974,1
0.109811,0.110496,1
0.431634,0.759969,1
0.382281,0.748142,1
0.003584,0.16678,0
0.331369,0.713625,1
0.623756,0.730655,0
0.418571,0.742033,1
0.114699,0.156929,1
0.491545,0.541974,1
0.31085,0.697784,1
0.788696,0.217814,0
0.559845,0.756748,0
0.982714,0.318463,1
0.01962,0.183363,0
0.951356,0.361724,1
0.514428,0.312962,0
0.962445,0.511194,1
0.930344,0.217182,0
0.468295,0.747119,1
0.510765,0.621403,1
0.867076,0.202057,0
0.157556,0.160318,1
0.318097,0.743894,1
0.503443,0.438711,0
0.977519,0.310638,1
0.294287,0.625106,1
0.931496,0.232787,0
0.347516,0.722714,1
0.497561,0.398288,0
0.855788,0.219437,0
0.824201,0.194792,0
0.118031,0.122171,1
0.990976,0.405264,1
0.690629,0.257642,0
0.319012,0.764484,1
0.053673,0.128534,0
0.807105,0.220968,0
0.692732,0.273474,0
0.518717,0.399165,0
0.278718,0.660173,1
0.504598,0.46206,0
0.540126,0.735628,0
0.266651,0.733611,1
0.011733,0.176834,0
0.375777,0.734151,1
0.524189,0.404232,0
0.418493,0.713965,1
0.01813,0.190968,0
0.112513,0.113533,1
0.003585,0.166896,0
0.522737,0.295808,0
0.758584,0.216452,0
0.705821,0.28165,0
0.018026,0.20072,0
0.792597,0.229774,0
0.524149,0.544781,1
0.517363,0.512278,1
0.614671,0.707974,0
0.695357,0.206164,0
0.352682,0.758993,1
0.75115,0.223642,0
0.857652,0.207218,0
0.613203,0.742855,0
0.108926,0.161258,1
0.267622,0.731283,1
0.340332,0.750986,1
0.034443,0.118149,0
0.526081,0.462075,0
0.504302,0.455081,0
0.88342,0.223634,0
0.048286,0.140236,0
0.510755,0.336608,0
0.993212,0.385457,1
0.091398,0.151887,0
0.999146,0.327048,1
0.526546,0.745737,0
0.978735,0.347926,1
0.954819,0.481366,1
0.881589,0.183923,0
0.480914,0.707969,1
0.488565,0.502667,1
0.522255,0.361528,0
0.600416,0.729038,0
0.506842,0.447199,0
0.99076,0.333319,1
0.018811,0.217557,0
0.828079,0.221486,0
0.103177,0.161451,0
0.152171,0.126615,1
0.486138,0.452811,0
0.040904,0.175451,0
0.301191,0.753267,1
0.013701,0.151683,0
0.948152,0.258491,1
0.264226,0.622954,1
0.963483,0.506345,1
0.039349,0.135224,0
0.954683,0.302081,1
0.953774,0.317763,1
0.867745,0.205726,0
0.982901,0.429256,1
0.522415,0.491545,1
0.475243,0.547281,1
0.704136,0.258629,0
0.484426,0.641137,1
0.324562,0.744457,1
0.055023,0.145258,0
0.493884,0.361616,0
0.521718,0.709819,0
0.43078,0.740668,1
0.348737,0.744178,1
0.517371,0.539974,1
0.524475,0.430519,0
0.680863,0.717179,0
0.946828,0.18467,0
0.295492,0.75757,1
0.073863,0.124758,0
0.540258,0.75877,0
0.496621,0.514688,1
0.872377,0.176862,0
0.474735,0.452964,0
0.501687,0.531335,1
0.615051,0.721032,0
0.968225,0.519425,1
0.820089,0.191892,0
0.923743,0.192001,0
0.947545,0.379588,1
0.969035,0.313301,1
0.480238,0.379927,0
0.491109,0.367927,0
0.50926,0.441702,0
0.942108,0.179183,0
0.449184,0.748658,1
0.956293,0.366829,1
0.959463,0.492767,1
0.997289,0.264734,1
0.263201,0.718899,1
0.11482,0.100866,1
0.061093,0.154111,0
0.68603,0.247082,0
0.594782,0.709458,0
0.948946,0.469804,1
0.289055,0.610502,1
0.117114,0.174961,1
0.371883,0.720197,1
0.973602,0.33935,1
0.834238,0.228439,0
0.518519,0.762051,0
0.992504,0.311047,1
0.298453,0.739456,1
0.413023,0.752447,1
0.157462,0.090737,1
0.120607,0.160206,1
0.959785,0.347549,1
0.509791,0.594808,1
0.157825,0.100182,1
0.338131,0.754117,1
0.460071,0.716282,1
0.963018,0.491941,1
0.936863,0.183774,0
0.489284,0.497244,1
0.623321,0.722041,0
0.385751,0.715872,1
0.974052,0.415609,1
0.517776,0.315388,0
0.449304,0.708185,1
0.325167,0.744857,1
0.038745,0.17565,0
0.4834,0.524882,1
0.812066,0.230065,0
0.688779,0.257478,0
0.508263,0.301515,0
0.488864,0.502484,1
0.400338,0.743023,1
0.97111,0.297683,1
0.603462,0.751325,0
0.485655,0.644552,1
0.62966,0.715279,0
0.478458,0.320601,0
0.812682,0.181423,0
0.270565,0.675863,1
0.07054,0.129952,0
0.979902,0.222891,1
0.486644,0.315772,0
0.619818,0.747582,0
0.516269,0.451491,0
0.751989,0.208861,0
0.01631,0.157178,0
0.431131,0.729311,1
0.96035,0.213263,1
0.514087,0.320885,0
0.947279,0.231254,0
0.318117,0.71729,1
0.293312,0.736403,1
0.740131,0.19088,0
0.315704,0.608065,1
0.116872,0.146096,1
0.558975,0.730105,0
0.350453,0.734879,1
0.5185,0.477674,1
0.372814,0.718543,1
0.933597,0.222253,0
0.999247,0.232754,1
0.010571,0.158404,0
0.972356,0.322863,1
0.95043,0.378582,1
0.997302,0.475174,1
0.524735,0.469463,0
0.407864,0.756035,1
0.644027,0.722776,0
0.156134,0.103088,1
0.78498,0.18998,0
0.8076,0.20723,0
0.997242,0.328071,1
0.996386,0.448319,1
0.346364,0.726771,1
0.846005,0.194918,0
0.798181,0.180692,0
0.664796,0.734273,0
0.337384,0.742444,1
0.152291,0.175797,1
0.333955,0.733272,1
0.515969,0.580395,1
0.498144,0.738131,1
0.296944,0.737497,1
0.497309,0.449088,0
0.357665,0.740667,1
0.482144,0.574009,1
0.79024,0.189878,0
0.926144,0.223506,0
0.730564,0.284735,0
0.963935,0.414269,1
0.686851,0.251275,0
0.507137,0.486215,1
0.366667,0.732728,1
0.157692,0.15308,1
0.955077,0.427749,1
0.09008,0.128912,0
0.761901,0.180495,0
0.723571,0.22998,0
0.976952,0.30243,1
0.015381,0.158026,0
0.69418,0.2533,0
0.490243,0.389719,0
0.579419,0.711564,0
0.110784,0.138454,1
0.487891,0.500168,1
0.313337,0.692832,1
0.949099,0.300643,1
0.509256,0.440994,0
0.521133,0.465735,0
0.293379,0.62783,1
0.291369,0.75666,1
0.640362,0.706518,0
0.609532,0.717179,0
0.392997,0.757177,1
0.574273,0.733842,0
0.720318,0.282603,0
0.294365,0.663437,1
0.49791,0.423473,0
0.992549,0.248013,1
0.021017,0.211135,0
0.969077,0.477527,1
0.047363,0.219198,0
0.001532,0.140826,0
0.488219,0.605521,1
0.972574,0.365691,1
0.509323,0.399165,0
0.962671,0.497123,1
0.950516,0.432245,1
0.64498,0.706217,0
0.994036,0.324299,1
0.73216,0.273863,0
0.735345,0.226016,0
0.482597,0.418979,0
0.52277,0.577812,1
0.959785,0.298753,1
0.507703,0.451186,0
0.306031,0.65467,1
0.049124,0.122477,0
0.983123,0.180387,1
0.960603,0.184927,1
0.510397,0.495048,1
0.653559,0.733304,0
0.289949,0.597551,1
0.51722,0.310388,0
0.885207,0.221061,0
0.987629,0.218397,1
0.150286,0.164814,1
0.514278,0.298318,0
0.112858,0.099039,1
0.474749,0.390562,0
0.285202,0.598958,1
0.119165,0.175619,1
0.272338,0.636742,1
0.479599,0.548988,1
0.965755,0.181732,1
0.510907,0.43099,0
0.389577,0.725446,1
0.477416,0.36487,0
0.297844,0.679992,1
0.048821,0.203743,0
0.528085,0.739076,0
0.310294,0.753228,1
0.992703,0.381565,1
0.727625,0.278453,0
0.9935,0.429686,1
0.118329,0.161008,1
0.128768,0.163838,1
0.873772,0.2187,0
0.023478,0.146946,0
0.456306,0.748125,1
0.984499,0.304133,1
0.513976,0.455965,0
0.929828,0.191065,0
0.268495,0.74481,1
0.977465,0.318005,1
0.351558,0.749952,1
0.399097,0.715786,1
0.977098,0.524835,1
0.92679,0.229715,0
0.295459,0.694122,1
0.039424,0.120407,0
0.941406,0.232767,0
0.524975,0.31949,0
0.138682,0.095451,1
0.482262,0.487393,1
0.344021,0.711146,1
0.487885,0.443396,0
0.506786,0.759671,0
0.129592,0.079739,1
0.312843,0.715556,1
0.309856,0.603793,1
0.512918,0.537631,1
0.296542,0.603751,1
0.687487,0.239361,0
0.673748,0.76111,0
0.498621,0.540366,1
0.503996,0.38616,0
0.699372,0.220408,0
0.476541,0.557379,1
0.963945,0.197208,1
0.295824,0.683473,1
0.504519,0.746293,0
0.486988,0.325114,0
0.77569,0.221647,0
0.265293,0.71906,1
0.508594,0.630303,1
0.294266,0.641567,1
0.488418,0.606058,1
0.068006,0.121468,0
0.480295,0.6201,1
0.958637,0.437147,1
0.691067,0.293233,0
0.969501,0.406917,1
0.958507,0.320633,1
0.486524,0.64602,1
0.009572,0.134193,0
0.507247,0.438959,0
0.493598,0.637331,1
0.476905,0.54576,1
0.500696,0.481021,1
0.101633,0.172361,0
0.502274,0.326762,0
0.983749,0.441472,1
0.500073,0.723954,0
0.289874,0.619279,1
0.020567,0.12953,0
0.485676,0.71336,1
0.887258,0.200457,0
0.991786,0.516148,1
0.290256,0.725515,1
0.964645,0.351932,1
0.989196,0.260479,1
0.959071,0.385748,1
0.000687,0.140049,0
0.985763,0.327354,1
0.695784,0.277457,0
0.726426,0.292893,0
0.068659,0.153339,0
0.502736,0.62335,1
0.405834,0.763561,1
0.50729,0.751592,0
0.971796,0.193936,1
0.482967,0.578133,1
0.509225,0.504411,1
0.953825,0.308826,1
0.72903,0.233334,0
0.067194,0.136907,0
0.424821,0.748214,1
0.499502,0.359177,0
0.499387,0.558265,1
0.708057,0.177523,0
0.078998,0.131746,0
0.496744,0.430434,0
0.450319,0.737905,1
0.42925,0.720312,1
0.488706,0.418059,0
0.022236,0.122339,0
0.968802,0.315011,1
0.950253,0.29149,1
0.544883,0.74079,0
0.666675,0.720614,0
0.737896,0.220309,0
0.955618,0.430893,1
0.630005,0.745744,0
0.003793,0.180641,0
0.540024,0.726279,0
0.839974,0.204729,0
0.980238,0.414715,1
0.487339,0.561211,1
0.616368,0.738124,0
0.06078,0.143327,0
0.785924,0.22191,0
0.971973,0.37656,1
0.02856,0.191293,0
0.012275,0.164759,0
0.292019,0.699515,1
0.96156,0.408843,1
0.523008,0.503594,1
0.041913,0.16799,0
0.992959,0.495809,1
0.279907,0.755385,1
0.391371,0.76206,1
0.463139,0.754443,1
0.024978,0.124559,0
0.99552,0.365521,1
0.520856,0.739588,0
0.15178,0.148718,1
0.457093,0.763753,1
0.491782,0.645517,1
0.74805,0.18049,0
0.134887,0.092458,1
0.769766,0.233753,0
0.511525,0.42191,0
0.594203,0.747301,0
0.955357,0.293019,1
0.823542,0.179278,0
0.487203,0.379753,0
0.146129,0.159697,1
0.961018,0.20643,1
0.910366,0.216363,0
0.992147,0.181163,1
0.50693,0.70744,0
0.122799,0.068897,1
0.279372,0.601986,1
0.998806,0.513388,1
0.638473,0.72052,0
0.483919,0.63868,1
